"";"ID";"Education";"number_survey"
"4117";63307;NA;1
"4118";63308;"College Grad";1
"4119";63310;"9 - 11th Grade";1
"4120";63312;"High School";1
"4121";63317;"High School";1
"4122";63320;"College Grad";1
"4123";63321;NA;1
"4124";63321;NA;2
"4125";63325;NA;1
"4126";63327;NA;1
"4127";63330;"College Grad";1
"4128";63330;"College Grad";2
"4129";63337;"8th Grade";1
"4130";63338;"Some College";1
"4131";63343;"College Grad";1
"4132";63344;"College Grad";1
"4133";63349;"High School";1
"4134";63350;NA;1
"4135";63351;"Some College";1
"4136";63352;"High School";1
"4137";63353;"Some College";1
"4138";63361;"College Grad";1
"4139";63367;NA;1
"4140";63374;"8th Grade";1
"4141";63375;NA;1
"4142";63376;NA;1
"4143";63379;NA;1
"4144";63380;"9 - 11th Grade";1
"4145";63389;"Some College";1
"4146";63390;"Some College";1
"4147";63390;"Some College";2
"4148";63390;"Some College";3
"4149";63390;"Some College";4
"4150";63391;"Some College";1
"4151";63395;"High School";1
"4152";63396;"College Grad";1
"4153";63398;"8th Grade";1
"4154";63398;"8th Grade";2
"4155";63401;"High School";1
"4156";63409;"Some College";1
"4157";63413;"College Grad";1
"4158";63413;"College Grad";2
"4159";63413;"College Grad";3
"4160";63414;"High School";1
"4161";63417;NA;1
"4162";63418;"9 - 11th Grade";1
"4163";63425;"Some College";1
"4164";63426;"9 - 11th Grade";1
"4165";63428;NA;1
"4166";63432;NA;1
"4167";63432;NA;2
"4168";63436;"9 - 11th Grade";1
"4169";63437;"College Grad";1
"4170";63437;"College Grad";2
"4171";63437;"College Grad";3
"4172";63445;"Some College";1
"4173";63446;NA;1
"4174";63449;"9 - 11th Grade";1
"4175";63449;"9 - 11th Grade";2
"4176";63450;NA;1
"4177";63451;"9 - 11th Grade";1
"4178";63453;"8th Grade";1
"4179";63453;"8th Grade";2
"4180";63461;"High School";1
"4181";63462;NA;1
"4182";63463;"Some College";1
"4183";63463;"Some College";2
"4184";63463;"Some College";3
"4185";63463;"Some College";4
"4186";63472;"Some College";1
"4187";63472;"Some College";2
"4188";63472;"Some College";3
"4189";63473;"9 - 11th Grade";1
"4190";63475;"Some College";1
"4191";63475;"Some College";2
"4192";63476;NA;1
"4193";63477;NA;1
"4194";63478;"High School";1
"4195";63481;"High School";1
"4196";63484;"College Grad";1
"4197";63489;"College Grad";1
"4198";63489;"College Grad";2
"4199";63490;NA;1
"4200";63491;"College Grad";1
"4201";63491;"College Grad";2
"4202";63496;"High School";1
"4203";63503;NA;1
"4204";63504;"8th Grade";1
"4205";63509;"Some College";1
"4206";63509;"Some College";2
"4207";63510;"Some College";1
"4208";63510;"Some College";2
"4209";63510;"Some College";3
"4210";63514;"High School";1
"4211";63515;"Some College";1
"4212";63520;NA;1
"4213";63520;NA;2
"4214";63523;"College Grad";1
"4215";63526;NA;1
"4216";63526;NA;2
"4217";63527;NA;1
"4218";63530;"High School";1
"4219";63531;"8th Grade";1
"4220";63534;"High School";1
"4221";63535;NA;1
"4222";63539;NA;1
"4223";63540;"9 - 11th Grade";1
"4224";63542;NA;1
"4225";63545;"College Grad";1
"4226";63545;"College Grad";2
"4227";63549;NA;1
"4228";63551;"High School";1
"4229";63551;"High School";2
"4230";63552;"Some College";1
"4231";63555;NA;1
"4232";63557;NA;1
"4233";63558;NA;1
"4234";63558;NA;2
"4235";63560;"High School";1
"4236";63572;"College Grad";1
"4237";63576;"College Grad";1
"4238";63580;NA;1
"4239";63580;NA;2
"4240";63582;"Some College";1
"4241";63582;"Some College";2
"4242";63584;"High School";1
"4243";63588;"Some College";1
"4244";63588;"Some College";2
"4245";63590;"Some College";1
"4246";63593;"Some College";1
"4247";63596;"9 - 11th Grade";1
"4248";63597;"Some College";1
"4249";63600;NA;1
"4250";63603;NA;1
"4251";63603;NA;2
"4252";63609;"9 - 11th Grade";1
"4253";63610;NA;1
"4254";63611;"9 - 11th Grade";1
"4255";63613;"Some College";1
"4256";63615;"College Grad";1
"4257";63615;"College Grad";2
"4258";63617;"College Grad";1
"4259";63617;"College Grad";2
"4260";63619;NA;1
"4261";63621;"College Grad";1
"4262";63621;"College Grad";2
"4263";63622;NA;1
"4264";63627;"Some College";1
"4265";63631;"College Grad";1
"4266";63631;"College Grad";2
"4267";63633;"College Grad";1
"4268";63635;"College Grad";1
"4269";63637;NA;1
"4270";63638;"College Grad";1
"4271";63638;"College Grad";2
"4272";63638;"College Grad";3
"4273";63641;NA;1
"4274";63642;"High School";1
"4275";63643;NA;1
"4276";63649;NA;1
"4277";63649;NA;2
"4278";63651;"8th Grade";1
"4279";63652;"High School";1
"4280";63652;"High School";2
"4281";63657;"College Grad";1
"4282";63658;NA;1
"4283";63659;"High School";1
"4284";63664;"College Grad";1
"4285";63665;"High School";1
"4286";63669;"College Grad";1
"4287";63673;"9 - 11th Grade";1
"4288";63675;NA;1
"4289";63675;NA;2
"4290";63675;NA;3
"4291";63677;NA;1
"4292";63678;"9 - 11th Grade";1
"4293";63679;NA;1
"4294";63682;NA;1
"4295";63682;NA;2
"4296";63682;NA;3
"4297";63684;"Some College";1
"4298";63689;"High School";1
"4299";63689;"High School";2
"4300";63691;"9 - 11th Grade";1
"4301";63693;NA;1
"4302";63698;"8th Grade";1
"4303";63698;"8th Grade";2
"4304";63700;"High School";1
"4305";63701;"College Grad";1
"4306";63701;"College Grad";2
"4307";63702;NA;1
"4308";63704;"Some College";1
"4309";63706;NA;1
"4310";63710;"Some College";1
"4311";63713;"College Grad";1
"4312";63714;"Some College";1
"4313";63714;"Some College";2
"4314";63714;"Some College";3
"4315";63719;"High School";1
"4316";63721;"High School";1
"4317";63724;"High School";1
"4318";63727;NA;1
"4319";63730;NA;1
"4320";63730;NA;2
"4321";63730;NA;3
"4322";63731;"8th Grade";1
"4323";63734;"Some College";1
"4324";63736;"High School";1
"4325";63743;NA;1
"4326";63744;"College Grad";1
"4327";63744;"College Grad";2
"4328";63744;"College Grad";3
"4329";63744;"College Grad";4
"4330";63747;NA;1
"4331";63759;"College Grad";1
"4332";63761;"High School";1
"4333";63762;"Some College";1
"4334";63762;"Some College";2
"4335";63766;"Some College";1
"4336";63766;"Some College";2
"4337";63771;"Some College";1
"4338";63774;NA;1
"4339";63775;NA;1
"4340";63784;"Some College";1
"4341";63788;"High School";1
"4342";63788;"High School";2
"4343";63793;"Some College";1
"4344";63794;NA;1
"4345";63795;"Some College";1
"4346";63795;"Some College";2
"4347";63795;"Some College";3
"4348";63797;NA;1
"4349";63797;NA;2
"4350";63798;NA;1
"4351";63798;NA;2
"4352";63798;NA;3
"4353";63803;"9 - 11th Grade";1
"4354";63809;NA;1
"4355";63810;NA;1
"4356";63812;"9 - 11th Grade";1
"4357";63814;NA;1
"4358";63818;"College Grad";1
"4359";63825;"College Grad";1
"4360";63828;"Some College";1
"4361";63828;"Some College";2
"4362";63828;"Some College";3
"4363";63830;"8th Grade";1
"4364";63832;"Some College";1
"4365";63832;"Some College";2
"4366";63837;"Some College";1
"4367";63846;NA;1
"4368";63847;"High School";1
"4369";63847;"High School";2
"4370";63849;"Some College";1
"4371";63849;"Some College";2
"4372";63850;"Some College";1
"4373";63852;"Some College";1
"4374";63852;"Some College";2
"4375";63855;NA;1
"4376";63860;"High School";1
"4377";63861;"College Grad";1
"4378";63861;"College Grad";2
"4379";63868;"College Grad";1
"4380";63868;"College Grad";2
"4381";63871;"College Grad";1
"4382";63872;NA;1
"4383";63877;"Some College";1
"4384";63877;"Some College";2
"4385";63878;NA;1
"4386";63880;"High School";1
"4387";63881;"College Grad";1
"4388";63881;"College Grad";2
"4389";63886;NA;1
"4390";63887;"High School";1
"4391";63892;NA;1
"4392";63897;NA;1
"4393";63899;"8th Grade";1
"4394";63902;"Some College";1
"4395";63904;"Some College";1
"4396";63908;"9 - 11th Grade";1
"4397";63909;"Some College";1
"4398";63909;"Some College";2
"4399";63913;NA;1
"4400";63918;"College Grad";1
"4401";63918;"College Grad";2
"4402";63918;"College Grad";3
"4403";63924;"High School";1
"4404";63927;"8th Grade";1
"4405";63934;NA;1
"4406";63935;NA;1
"4407";63936;"College Grad";1
"4408";63942;"9 - 11th Grade";1
"4409";63942;"9 - 11th Grade";2
"4410";63942;"9 - 11th Grade";3
"4411";63943;"Some College";1
"4412";63945;"College Grad";1
"4413";63948;"High School";1
"4414";63952;NA;1
"4415";63952;NA;2
"4416";63953;"Some College";1
"4417";63956;"College Grad";1
"4418";63966;"Some College";1
"4419";63972;NA;1
"4420";63974;"College Grad";1
"4421";63974;"College Grad";2
"4422";63974;"College Grad";3
"4423";63975;NA;1
"4424";63977;"High School";1
"4425";63978;NA;1
"4426";63979;NA;1
"4427";63982;"Some College";1
"4428";63983;"9 - 11th Grade";1
"4429";63987;NA;1
"4430";63991;"High School";1
"4431";63997;"8th Grade";1
"4432";63997;"8th Grade";2
"4433";64011;"High School";1
"4434";64012;NA;1
"4435";64015;"Some College";1
"4436";64017;"Some College";1
"4437";64017;"Some College";2
"4438";64024;"Some College";1
"4439";64029;"High School";1
"4440";64036;"Some College";1
"4441";64039;NA;1
"4442";64040;"Some College";1
"4443";64042;"9 - 11th Grade";1
"4444";64042;"9 - 11th Grade";2
"4445";64042;"9 - 11th Grade";3
"4446";64043;NA;1
"4447";64043;NA;2
"4448";64046;"9 - 11th Grade";1
"4449";64048;"Some College";1
"4450";64048;"Some College";2
"4451";64051;"High School";1
"4452";64062;NA;1
"4453";64064;"College Grad";1
"4454";64065;"Some College";1
"4455";64065;"Some College";2
"4456";64066;NA;1
"4457";64069;"College Grad";1
"4458";64076;NA;1
"4459";64079;"Some College";1
"4460";64082;"High School";1
"4461";64082;"High School";2
"4462";64082;"High School";3
"4463";64085;NA;1
"4464";64086;"College Grad";1
"4465";64087;NA;1
"4466";64088;NA;1
"4467";64095;"College Grad";1
"4468";64097;NA;1
"4469";64098;"College Grad";1
"4470";64099;"College Grad";1
"4471";64105;NA;1
"4472";64111;"9 - 11th Grade";1
"4473";64115;NA;1
"4474";64117;NA;1
"4475";64117;NA;2
"4476";64117;NA;3
"4477";64119;NA;1
"4478";64123;NA;1
"4479";64123;NA;2
"4480";64128;"Some College";1
"4481";64133;"College Grad";1
"4482";64134;"Some College";1
"4483";64138;"College Grad";1
"4484";64141;"8th Grade";1
"4485";64141;"8th Grade";2
"4486";64149;"Some College";1
"4487";64151;"Some College";1
"4488";64152;NA;1
"4489";64157;"Some College";1
"4490";64157;"Some College";2
"4491";64157;"Some College";3
"4492";64158;"Some College";1
"4493";64162;NA;1
"4494";64168;"Some College";1
"4495";64170;"High School";1
"4496";64173;"Some College";1
"4497";64176;"Some College";1
"4498";64179;"8th Grade";1
"4499";64181;"High School";1
"4500";64181;"High School";2
"4501";64182;"High School";1
"4502";64183;NA;1
"4503";64187;NA;1
"4504";64192;"Some College";1
"4505";64197;"College Grad";1
"4506";64199;NA;1
"4507";64205;NA;1
"4508";64207;"9 - 11th Grade";1
"4509";64209;NA;1
"4510";64213;"9 - 11th Grade";1
"4511";64220;"College Grad";1
"4512";64222;"College Grad";1
"4513";64222;"College Grad";2
"4514";64222;"College Grad";3
"4515";64222;"College Grad";4
"4516";64228;"High School";1
"4517";64228;"High School";2
"4518";64228;"High School";3
"4519";64228;"High School";4
"4520";64229;"High School";1
"4521";64237;NA;1
"4522";64242;NA;1
"4523";64244;"College Grad";1
"4524";64245;"9 - 11th Grade";1
"4525";64247;"8th Grade";1
"4526";64247;"8th Grade";2
"4527";64248;"College Grad";1
"4528";64250;NA;1
"4529";64253;NA;1
"4530";64265;"College Grad";1
"4531";64265;"College Grad";2
"4532";64266;"College Grad";1
"4533";64268;NA;1
"4534";64270;"Some College";1
"4535";64271;"Some College";1
"4536";64272;NA;1
"4537";64276;"9 - 11th Grade";1
"4538";64277;"9 - 11th Grade";1
"4539";64279;NA;1
"4540";64279;NA;2
"4541";64281;"College Grad";1
"4542";64281;"College Grad";2
"4543";64282;NA;1
"4544";64285;NA;1
"4545";64285;NA;2
"4546";64289;NA;1
"4547";64291;"High School";1
"4548";64292;"High School";1
"4549";64298;"Some College";1
"4550";64299;"Some College";1
"4551";64302;"College Grad";1
"4552";64302;"College Grad";2
"4553";64307;"Some College";1
"4554";64309;"High School";1
"4555";64310;"College Grad";1
"4556";64310;"College Grad";2
"4557";64311;"Some College";1
"4558";64315;"9 - 11th Grade";1
"4559";64315;"9 - 11th Grade";2
"4560";64315;"9 - 11th Grade";3
"4561";64321;NA;1
"4562";64321;NA;2
"4563";64324;"8th Grade";1
"4564";64327;NA;1
"4565";64330;"Some College";1
"4566";64335;"9 - 11th Grade";1
"4567";64336;"9 - 11th Grade";1
"4568";64337;"Some College";1
"4569";64342;NA;1
"4570";64343;"8th Grade";1
"4571";64346;NA;1
"4572";64347;"High School";1
"4573";64348;NA;1
"4574";64349;"College Grad";1
"4575";64356;"High School";1
"4576";64356;"High School";2
"4577";64362;"High School";1
"4578";64363;"High School";1
"4579";64364;"High School";1
"4580";64365;NA;1
"4581";64367;"College Grad";1
"4582";64368;"8th Grade";1
"4583";64374;"College Grad";1
"4584";64375;NA;1
"4585";64376;"High School";1
"4586";64380;"Some College";1
"4587";64380;"Some College";2
"4588";64381;"College Grad";1
"4589";64383;"Some College";1
"4590";64383;"Some College";2
"4591";64386;NA;1
"4592";64386;NA;2
"4593";64392;NA;1
"4594";64394;NA;1
"4595";64396;"High School";1
"4596";64397;"College Grad";1
"4597";64398;NA;1
"4598";64399;"College Grad";1
"4599";64402;"College Grad";1
"4600";64402;"College Grad";2
"4601";64402;"College Grad";3
"4602";64403;"9 - 11th Grade";1
"4603";64403;"9 - 11th Grade";2
"4604";64404;"College Grad";1
"4605";64404;"College Grad";2
"4606";64404;"College Grad";3
"4607";64406;NA;1
"4608";64417;"Some College";1
"4609";64418;NA;1
"4610";64427;"College Grad";1
"4611";64427;"College Grad";2
"4612";64429;NA;1
"4613";64430;"Some College";1
"4614";64434;NA;1
"4615";64434;NA;2
"4616";64439;"Some College";1
"4617";64440;"College Grad";1
"4618";64444;NA;1
"4619";64446;"High School";1
"4620";64447;"High School";1
"4621";64451;"Some College";1
"4622";64458;NA;1
"4623";64458;NA;2
"4624";64461;"Some College";1
"4625";64463;"9 - 11th Grade";1
"4626";64464;NA;1
"4627";64465;"Some College";1
"4628";64466;"9 - 11th Grade";1
"4629";64469;"College Grad";1
"4630";64471;"College Grad";1
"4631";64472;"Some College";1
"4632";64481;NA;1
"4633";64485;"8th Grade";1
"4634";64491;"Some College";1
"4635";64491;"Some College";2
"4636";64491;"Some College";3
"4637";64497;"8th Grade";1
"4638";64497;"8th Grade";2
"4639";64499;"Some College";1
"4640";64500;"College Grad";1
"4641";64503;"Some College";1
"4642";64507;"8th Grade";1
"4643";64511;"Some College";1
"4644";64514;"9 - 11th Grade";1
"4645";64514;"9 - 11th Grade";2
"4646";64515;"College Grad";1
"4647";64517;NA;1
"4648";64525;"Some College";1
"4649";64526;"College Grad";1
"4650";64526;"College Grad";2
"4651";64530;"9 - 11th Grade";1
"4652";64530;"9 - 11th Grade";2
"4653";64530;"9 - 11th Grade";3
"4654";64530;"9 - 11th Grade";4
"4655";64533;NA;1
"4656";64536;"9 - 11th Grade";1
"4657";64536;"9 - 11th Grade";2
"4658";64539;NA;1
"4659";64542;NA;1
"4660";64542;NA;2
"4661";64544;"College Grad";1
"4662";64549;"Some College";1
"4663";64550;"College Grad";1
"4664";64554;NA;1
"4665";64559;"High School";1
"4666";64559;"High School";2
"4667";64569;NA;1
"4668";64570;"Some College";1
"4669";64571;"High School";1
"4670";64571;"High School";2
"4671";64580;NA;1
"4672";64582;"Some College";1
"4673";64582;"Some College";2
"4674";64583;NA;1
"4675";64585;"Some College";1
"4676";64590;NA;1
"4677";64591;"9 - 11th Grade";1
"4678";64592;"High School";1
"4679";64592;"High School";2
"4680";64593;"College Grad";1
"4681";64593;"College Grad";2
"4682";64594;"Some College";1
"4683";64598;"Some College";1
"4684";64598;"Some College";2
"4685";64598;"Some College";3
"4686";64599;"Some College";1
"4687";64602;"Some College";1
"4688";64607;"Some College";1
"4689";64608;"9 - 11th Grade";1
"4690";64610;"High School";1
"4691";64611;"College Grad";1
"4692";64611;"College Grad";2
"4693";64612;NA;1
"4694";64614;NA;1
"4695";64614;NA;2
"4696";64616;"Some College";1
"4697";64620;"College Grad";1
"4698";64627;NA;1
"4699";64629;NA;1
"4700";64632;"High School";1
"4701";64637;"9 - 11th Grade";1
"4702";64638;NA;1
"4703";64640;"8th Grade";1
"4704";64644;"College Grad";1
"4705";64654;"High School";1
"4706";64654;"High School";2
"4707";64654;"High School";3
"4708";64657;NA;1
"4709";64660;NA;1
"4710";64661;"High School";1
"4711";64661;"High School";2
"4712";64662;NA;1
"4713";64662;NA;2
"4714";64663;"Some College";1
"4715";64669;"High School";1
"4716";64670;NA;1
"4717";64671;NA;1
"4718";64675;"College Grad";1
"4719";64675;"College Grad";2
"4720";64675;"College Grad";3
"4721";64675;"College Grad";4
"4722";64676;"Some College";1
"4723";64681;NA;1
"4724";64682;"High School";1
"4725";64682;"High School";2
"4726";64690;NA;1
"4727";64696;NA;1
"4728";64698;NA;1
"4729";64704;"8th Grade";1
"4730";64708;NA;1
"4731";64710;NA;1
"4732";64715;"Some College";1
"4733";64720;"College Grad";1
"4734";64724;NA;1
"4735";64725;"College Grad";1
"4736";64725;"College Grad";2
"4737";64726;"9 - 11th Grade";1
"4738";64726;"9 - 11th Grade";2
"4739";64728;"High School";1
"4740";64733;"College Grad";1
"4741";64736;NA;1
"4742";64737;NA;1
"4743";64738;NA;1
"4744";64738;NA;2
"4745";64739;"Some College";1
"4746";64746;"College Grad";1
"4747";64750;NA;1
"4748";64751;NA;1
"4749";64751;NA;2
"4750";64751;NA;3
"4751";64757;NA;1
"4752";64759;"8th Grade";1
"4753";64759;"8th Grade";2
"4754";64760;NA;1
"4755";64761;"Some College";1
"4756";64761;"Some College";2
"4757";64765;"9 - 11th Grade";1
"4758";64765;"9 - 11th Grade";2
"4759";64773;NA;1
"4760";64776;"8th Grade";1
"4761";64786;"College Grad";1
"4762";64792;"Some College";1
"4763";64793;NA;1
"4764";64798;NA;1
"4765";64799;"8th Grade";1
"4766";64803;"Some College";1
"4767";64803;"Some College";2
"4768";64804;NA;1
"4769";64806;"Some College";1
"4770";64806;"Some College";2
"4771";64811;NA;1
"4772";64814;NA;1
"4773";64814;NA;2
"4774";64816;"High School";1
"4775";64824;"College Grad";1
"4776";64825;"Some College";1
"4777";64825;"Some College";2
"4778";64828;"8th Grade";1
"4779";64839;"College Grad";1
"4780";64842;NA;1
"4781";64849;NA;1
"4782";64850;NA;1
"4783";64850;NA;2
"4784";64850;NA;3
"4785";64852;NA;1
"4786";64857;"College Grad";1
"4787";64857;"College Grad";2
"4788";64857;"College Grad";3
"4789";64858;"9 - 11th Grade";1
"4790";64859;"High School";1
"4791";64860;"9 - 11th Grade";1
"4792";64860;"9 - 11th Grade";2
"4793";64861;"College Grad";1
"4794";64864;NA;1
"4795";64867;"8th Grade";1
"4796";64868;NA;1
"4797";64870;"High School";1
"4798";64870;"High School";2
"4799";64871;"College Grad";1
"4800";64871;"College Grad";2
"4801";64871;"College Grad";3
"4802";64873;"Some College";1
"4803";64875;"College Grad";1
"4804";64878;NA;1
"4805";64880;"High School";1
"4806";64882;"College Grad";1
"4807";64882;"College Grad";2
"4808";64882;"College Grad";3
"4809";64886;"8th Grade";1
"4810";64887;NA;1
"4811";64893;"Some College";1
"4812";64893;"Some College";2
"4813";64893;"Some College";3
"4814";64894;NA;1
"4815";64913;NA;1
"4816";64913;NA;2
"4817";64918;NA;1
"4818";64918;NA;2
"4819";64925;NA;1
"4820";64926;NA;1
"4821";64932;NA;1
"4822";64932;NA;2
"4823";64933;"College Grad";1
"4824";64937;"9 - 11th Grade";1
"4825";64937;"9 - 11th Grade";2
"4826";64938;"College Grad";1
"4827";64940;NA;1
"4828";64940;NA;2
"4829";64940;NA;3
"4830";64947;NA;1
"4831";64949;"Some College";1
"4832";64953;"Some College";1
"4833";64953;"Some College";2
"4834";64964;"High School";1
"4835";64965;"Some College";1
"4836";64965;"Some College";2
"4837";64966;NA;1
"4838";64969;NA;1
"4839";64978;"Some College";1
"4840";64981;"Some College";1
"4841";64982;NA;1
"4842";64984;NA;1
"4843";64985;"9 - 11th Grade";1
"4844";64987;NA;1
"4845";64994;"College Grad";1
"4846";64996;NA;1
"4847";64997;NA;1
"4848";64998;"College Grad";1
"4849";64998;"College Grad";2
"4850";64998;"College Grad";3
"4851";64999;"9 - 11th Grade";1
"4852";65002;"High School";1
"4853";65004;"8th Grade";1
"4854";65023;NA;1
"4855";65029;NA;1
"4856";65030;NA;1
"4857";65038;NA;1
"4858";65038;NA;2
"4859";65039;NA;1
"4860";65040;"High School";1
"4861";65044;NA;1
"4862";65047;"High School";1
"4863";65049;"High School";1
"4864";65050;"Some College";1
"4865";65050;"Some College";2
"4866";65051;"8th Grade";1
"4867";65052;"College Grad";1
"4868";65061;"College Grad";1
"4869";65061;"College Grad";2
"4870";65064;NA;1
"4871";65067;"Some College";1
"4872";65067;"Some College";2
"4873";65068;NA;1
"4874";65071;"High School";1
"4875";65072;"College Grad";1
"4876";65072;"College Grad";2
"4877";65072;"College Grad";3
"4878";65075;"College Grad";1
"4879";65075;"College Grad";2
"4880";65075;"College Grad";3
"4881";65078;"8th Grade";1
"4882";65088;"Some College";1
"4883";65088;"Some College";2
"4884";65089;NA;1
"4885";65093;"Some College";1
"4886";65094;NA;1
"4887";65097;"College Grad";1
"4888";65099;NA;1
"4889";65103;NA;1
"4890";65104;NA;1
"4891";65108;NA;1
"4892";65108;NA;2
"4893";65109;NA;1
"4894";65110;"Some College";1
"4895";65111;NA;1
"4896";65116;NA;1
"4897";65122;"Some College";1
"4898";65122;"Some College";2
"4899";65122;"Some College";3
"4900";65125;"9 - 11th Grade";1
"4901";65126;"College Grad";1
"4902";65133;"College Grad";1
"4903";65133;"College Grad";2
"4904";65144;"Some College";1
"4905";65145;"High School";1
"4906";65150;"Some College";1
"4907";65151;"High School";1
"4908";65151;"High School";2
"4909";65154;"Some College";1
"4910";65157;"Some College";1
"4911";65157;"Some College";2
"4912";65158;NA;1
"4913";65162;"High School";1
"4914";65164;"9 - 11th Grade";1
"4915";65170;NA;1
"4916";65172;"Some College";1
"4917";65174;"Some College";1
"4918";65174;"Some College";2
"4919";65175;"9 - 11th Grade";1
"4920";65177;"Some College";1
"4921";65177;"Some College";2
"4922";65180;NA;1
"4923";65190;"High School";1
"4924";65194;"College Grad";1
"4925";65196;NA;1
"4926";65196;NA;2
"4927";65201;"Some College";1
"4928";65205;"High School";1
"4929";65208;NA;1
"4930";65209;"High School";1
"4931";65211;NA;1
"4932";65214;"Some College";1
"4933";65214;"Some College";2
"4934";65217;"Some College";1
"4935";65220;"8th Grade";1
"4936";65226;NA;1
"4937";65227;"Some College";1
"4938";65229;"College Grad";1
"4939";65229;"College Grad";2
"4940";65235;NA;1
"4941";65236;"9 - 11th Grade";1
"4942";65237;"College Grad";1
"4943";65237;"College Grad";2
"4944";65239;"Some College";1
"4945";65242;NA;1
"4946";65248;"Some College";1
"4947";65249;"Some College";1
"4948";65257;NA;1
"4949";65261;"College Grad";1
"4950";65263;NA;1
"4951";65265;"9 - 11th Grade";1
"4952";65268;"Some College";1
"4953";65270;"Some College";1
"4954";65279;NA;1
"4955";65283;"Some College";1
"4956";65283;"Some College";2
"4957";65286;"Some College";1
"4958";65296;"College Grad";1
"4959";65296;"College Grad";2
"4960";65297;"High School";1
"4961";65298;"College Grad";1
"4962";65299;"Some College";1
"4963";65300;NA;1
"4964";65306;"High School";1
"4965";65307;NA;1
"4966";65307;NA;2
"4967";65308;"8th Grade";1
"4968";65310;"9 - 11th Grade";1
"4969";65310;"9 - 11th Grade";2
"4970";65313;NA;1
"4971";65315;NA;1
"4972";65316;"College Grad";1
"4973";65318;"Some College";1
"4974";65318;"Some College";2
"4975";65325;"Some College";1
"4976";65325;"Some College";2
"4977";65336;"Some College";1
"4978";65336;"Some College";2
"4979";65337;"Some College";1
"4980";65340;"Some College";1
"4981";65340;"Some College";2
"4982";65341;"College Grad";1
"4983";65343;NA;1
"4984";65346;"College Grad";1
"4985";65346;"College Grad";2
"4986";65348;"College Grad";1
"4987";65348;"College Grad";2
"4988";65353;"College Grad";1
"4989";65354;NA;1
"4990";65354;NA;2
"4991";65355;"Some College";1
"4992";65355;"Some College";2
"4993";65358;"Some College";1
"4994";65360;NA;1
"4995";65367;NA;1
"4996";65368;"High School";1
"4997";65370;"Some College";1
"4998";65371;NA;1
"4999";65373;"College Grad";1
"5000";65375;"High School";1
"5001";65375;"High School";2
"5002";65375;"High School";3
"5003";65379;NA;1
"5004";65380;NA;1
"5005";65383;NA;1
"5006";65384;"High School";1
"5007";65394;"Some College";1
"5008";65398;"Some College";1
"5009";65399;"Some College";1
"5010";65400;NA;1
"5011";65401;"Some College";1
"5012";65402;"9 - 11th Grade";1
"5013";65402;"9 - 11th Grade";2
"5014";65404;"College Grad";1
"5015";65406;"Some College";1
"5016";65407;"High School";1
"5017";65409;NA;1
"5018";65410;"College Grad";1
"5019";65412;"College Grad";1
"5020";65421;"8th Grade";1
"5021";65422;NA;1
"5022";65422;NA;2
"5023";65425;NA;1
"5024";65429;NA;1
"5025";65433;"College Grad";1
"5026";65436;"Some College";1
"5027";65439;NA;1
"5028";65440;"High School";1
"5029";65451;"College Grad";1
"5030";65455;NA;1
"5031";65455;NA;2
"5032";65455;NA;3
"5033";65458;"College Grad";1
"5034";65461;"High School";1
"5035";65462;"College Grad";1
"5036";65462;"College Grad";2
"5037";65463;NA;1
"5038";65469;"Some College";1
"5039";65475;"High School";1
"5040";65476;"Some College";1
"5041";65494;NA;1
"5042";65494;NA;2
"5043";65495;NA;1
"5044";65497;"High School";1
"5045";65497;"High School";2
"5046";65501;"Some College";1
"5047";65503;"9 - 11th Grade";1
"5048";65509;NA;1
"5049";65510;"9 - 11th Grade";1
"5050";65512;"High School";1
"5051";65514;"College Grad";1
"5052";65517;"Some College";1
"5053";65519;NA;1
"5054";65520;"College Grad";1
"5055";65521;NA;1
"5056";65522;"9 - 11th Grade";1
"5057";65530;"Some College";1
"5058";65532;NA;1
"5059";65535;NA;1
"5060";65537;"High School";1
"5061";65537;"High School";2
"5062";65538;NA;1
"5063";65538;NA;2
"5064";65540;NA;1
"5065";65540;NA;2
"5066";65540;NA;3
"5067";65541;NA;1
"5068";65542;NA;1
"5069";65543;"College Grad";1
"5070";65545;"College Grad";1
"5071";65546;"Some College";1
"5072";65551;NA;1
"5073";65551;NA;2
"5074";65551;NA;3
"5075";65552;NA;1
"5076";65553;"9 - 11th Grade";1
"5077";65553;"9 - 11th Grade";2
"5078";65558;"Some College";1
"5079";65565;"High School";1
"5080";65565;"High School";2
"5081";65565;"High School";3
"5082";65565;"High School";4
"5083";65568;"8th Grade";1
"5084";65569;NA;1
"5085";65570;NA;1
"5086";65570;NA;2
"5087";65572;"College Grad";1
"5088";65578;NA;1
"5089";65588;NA;1
"5090";65599;"Some College";1
"5091";65605;"High School";1
"5092";65606;"College Grad";1
"5093";65606;"College Grad";2
"5094";65609;NA;1
"5095";65611;NA;1
"5096";65613;"High School";1
"5097";65619;"High School";1
"5098";65620;"College Grad";1
"5099";65620;"College Grad";2
"5100";65620;"College Grad";3
"5101";65623;"College Grad";1
"5102";65625;"College Grad";1
"5103";65625;"College Grad";2
"5104";65627;NA;1
"5105";65628;"Some College";1
"5106";65629;"9 - 11th Grade";1
"5107";65632;"College Grad";1
"5108";65633;"Some College";1
"5109";65635;"High School";1
"5110";65641;"High School";1
"5111";65641;"High School";2
"5112";65642;"College Grad";1
"5113";65642;"College Grad";2
"5114";65642;"College Grad";3
